country,continent,income_level,counterpart_area
DR Congo,Africa,Low income,Malta
Djibouti,Africa,Lower middle income,Austria
Djibouti,Africa,Lower middle income,Azerbaijan
Djibouti,Africa,Lower middle income,Green Climate Fund
Dominica,America,Upper middle income,Central Emergency Response Fund
Dominica,America,Upper middle income,Climate Investment Funds
Dominica,America,Upper middle income,Green Climate Fund
Dominica,America,Upper middle income,Ireland
Dominica,America,Upper middle income,Lithuania
Dominica,America,Upper middle income,Malta
Dominica,America,Upper middle income,Norway
Dominica,America,Upper middle income,Portugal
Dominica,America,Upper middle income,WHO
Dominican Republic,America,Upper middle income,Green Climate Fund
Dominican Republic,America,Upper middle income,WHO
Ecuador,America,Upper middle income,Green Climate Fund
Ecuador,America,Upper middle income,WHO
Egypt,Africa,Lower middle income,Green Climate Fund
El Salvador,America,Lower middle income,WHO
Equatorial Guinea,Africa,Upper middle income,United Arab Emirates
Eritrea,Africa,Low income,Islamic Development Bank
Ethiopia,Africa,Low income,Adaptation Fund
Ethiopia,Africa,Low income,Central Emergency Response Fund
Ethiopia,Africa,Low income,South Africa
Fiji,Oceania,Upper middle income,Adaptation Fund
Fiji,Oceania,Upper middle income,International Fund for Agricultural Development
Fiji,Oceania,Upper middle income,Switzerland
Gambia,Africa,Low income,Croatia
Gambia,Africa,Low income,Green Climate Fund
Georgia,Asia,Upper middle income,Asian Infrastructure Investment Bank
Georgia,Asia,Upper middle income,Council of Europe
Georgia,Asia,Upper middle income,Green Climate Fund
Ghana,Africa,Lower middle income,Green Climate Fund
Grenada,America,Upper middle income,Barbados
Grenada,America,Upper middle income,Russia
Grenada,America,Upper middle income,St. Lucia
Grenada,America,Upper middle income,WHO
Guatemala,America,Upper middle income,Green Climate Fund
Guatemala,America,Upper middle income,WHO
Guinea-Bissau,Africa,Low income,Adaptation Fund
Guinea-Bissau,Africa,Low income,Multiple Lenders
Guyana,America,Upper middle income,WHO
Haiti,America,Lower middle income,Green Climate Fund
Haiti,America,Lower middle income,WHO
Honduras,America,Lower middle income,WHO
India,Asia,Lower middle income,Asian Infrastructure Investment Bank
Indonesia,Asia,Lower middle income,Asian Infrastructure Investment Bank
Iraq,Asia,Upper middle income,Bondholders
Iraq,Asia,Upper middle income,Central Emergency Response Fund
Jamaica,America,Upper middle income,Green Climate Fund
Jamaica,America,Upper middle income,WHO
Jordan,Asia,Upper middle income,European Social Fund
Jordan,Asia,Upper middle income,Green Climate Fund
Kazakhstan,Asia,Upper middle income,Slovenia
Kenya,Africa,Lower middle income,Central Emergency Response Fund
Kiribati,Oceania,Lower middle income,Global Green Growth Institute
Kiribati,Oceania,Lower middle income,Russia
Kosovo,Europe,Upper middle income,Australia
Kosovo,Europe,Upper middle income,Croatia
Kosovo,Europe,Upper middle income,Kuwait
Kyrgyz Republic,Asia,Lower middle income,UNECE
Laos,Asia,Lower middle income,Climate Investment Funds
Laos,Asia,Lower middle income,Global Green Growth Institute
Laos,Asia,Lower middle income,Green Climate Fund
Lebanon,Asia,Lower middle income,WB International Development Association
Liberia,Africa,Low income,Climate Investment Funds
Libya,Africa,Upper middle income,Central Emergency Response Fund
Madagascar,Africa,Low income,Central Emergency Response Fund
Madagascar,Africa,Low income,Hungary
Malawi,Africa,Low income,Green Climate Fund
Maldives,Asia,Upper middle income,Bondholders
Maldives,Asia,Upper middle income,Green Climate Fund
Mali,Africa,Low income,Central Emergency Response Fund
Marshall Islands,Oceania,Upper middle income,Russia
Mauritania,Africa,Lower middle income,Green Climate Fund
Mauritius,Africa,Upper middle income,Croatia
Mauritius,Africa,Upper middle income,Green Climate Fund
Mexico,America,Upper middle income,Malta
Mexico,America,Upper middle income,WHO
"Micronesia, Fed. Sts.",Oceania,Lower middle income,Adaptation Fund
"Micronesia, Fed. Sts.",Oceania,Lower middle income,United Kingdom
Moldova,Europe,Upper middle income,Green Climate Fund
Mongolia,Asia,Lower middle income,Bulgaria
Mongolia,Asia,Lower middle income,Central Emergency Response Fund
Mongolia,Asia,Lower middle income,Green Climate Fund
Montenegro,Europe,Upper middle income,Croatia
Montenegro,Europe,Upper middle income,Green Climate Fund
Montenegro,Europe,Upper middle income,International Fund for Agricultural Development
Montenegro,Europe,Upper middle income,Multiple Lenders
Montenegro,Europe,Upper middle income,Serbia
Morocco,Africa,Lower middle income,Green Climate Fund
Mozambique,Africa,Low income,Central Emergency Response Fund
Mozambique,Africa,Low income,Global Green Growth Institute
Myanmar,Asia,Lower middle income,Central Emergency Response Fund
Myanmar,Asia,Lower middle income,Global Green Growth Institute
Myanmar,Asia,Lower middle income,Islamic Development Bank
Namibia,Africa,Upper middle income,Adaptation Fund
Namibia,Africa,Upper middle income,Croatia
Namibia,Africa,Upper middle income,Green Climate Fund
Nepal,Asia,Lower middle income,Central Emergency Response Fund
Nepal,Asia,Lower middle income,Green Climate Fund
Nicaragua,America,Lower middle income,WHO
Niger,Africa,Low income,Central Emergency Response Fund
Niger,Africa,Low income,Portugal
Niger,Africa,Low income,Thailand
Nigeria,Africa,Lower middle income,Central Emergency Response Fund
Nigeria,Africa,Lower middle income,Estonia
North Korea,Asia,Low income,Central Emergency Response Fund
North Macedonia,Europe,Upper middle income,Kazakhstan
Palau,Oceania,Upper middle income,Belgium
Palau,Oceania,Upper middle income,Russia
Palestine,Asia,Lower middle income,Central Emergency Response Fund
Panama,America,High income,Adaptation Fund
Panama,America,High income,WHO
Paraguay,America,Upper middle income,Adaptation Fund
Paraguay,America,Upper middle income,WHO
Peru,America,Upper middle income,Central Emergency Response Fund
Peru,America,Upper middle income,Croatia
Peru,America,Upper middle income,Green Climate Fund
Peru,America,Upper middle income,WHO
Philippines,Asia,Lower middle income,Central Emergency Response Fund
Samoa,Oceania,Lower middle income,Climate Investment Funds
Samoa,Oceania,Lower middle income,Green Climate Fund
Senegal,Africa,Lower middle income,Green Climate Fund
Serbia,Europe,Upper middle income,Croatia
Sierra Leone,Africa,Low income,Lithuania
Sierra Leone,Africa,Low income,Malta
Sierra Leone,Africa,Low income,Thailand
Solomon Islands,Oceania,Lower middle income,UN Peacebuilding Fund
Somalia,Africa,Low income,Central Emergency Response Fund
South Africa,Africa,Upper middle income,China
South Sudan,Africa,Low income,Central Emergency Response Fund
South Sudan,Africa,Low income,Lithuania
Sri Lanka,Asia,Lower middle income,Central Emergency Response Fund
Sri Lanka,Asia,Lower middle income,Green Climate Fund
St. Lucia,America,Upper middle income,Climate Investment Funds
St. Lucia,America,Upper middle income,Thailand
St. Lucia,America,Upper middle income,WHO
St. Vincent and the Grenadines,America,Upper middle income,Bondholders
St. Vincent and the Grenadines,America,Upper middle income,Climate Investment Funds
St. Vincent and the Grenadines,America,Upper middle income,Green Climate Fund
St. Vincent and the Grenadines,America,Upper middle income,WHO
Sudan,Africa,Low income,Central Emergency Response Fund
Suriname,America,Upper middle income,WHO
Tajikistan,Asia,Lower middle income,Asian Infrastructure Investment Bank
Tajikistan,Asia,Lower middle income,Bondholders
Thailand,Asia,Upper middle income,Green Climate Fund
Tokelau,Oceania,,Canada
Tokelau,Oceania,,Germany
Tonga,Oceania,Upper middle income,Green Climate Fund
Tonga,Oceania,Upper middle income,Russia
Tunisia,Africa,Lower middle income,European Bank for Reconstruction and Development
Tunisia,Africa,Lower middle income,European Union
Tunisia,Africa,Lower middle income,Green Climate Fund
Tunisia,Africa,Lower middle income,Malta
Tuvalu,Oceania,Upper middle income,Green Climate Fund
Türkiye,Asia,Upper middle income,Croatia
Türkiye,Asia,Upper middle income,Iceland
Türkiye,Asia,Upper middle income,Qatar
Türkiye,Asia,Upper middle income,Thailand
Uganda,Africa,Low income,Central Emergency Response Fund
Uganda,Africa,Low income,Eastern and Southern African Trade and Development Bank
Uganda,Africa,Low income,Green Climate Fund
Ukraine,Europe,Lower middle income,Croatia
Ukraine,Europe,Lower middle income,European Union
Uruguay,America,High income,Green Climate Fund
Uruguay,America,High income,WHO
Venezuela,America,,WHO
Vietnam,Asia,Lower middle income,Central Emergency Response Fund
Vietnam,Asia,Lower middle income,Green Climate Fund
Yemen,Asia,Low income,Azerbaijan
Yemen,Asia,Low income,Central Emergency Response Fund
Yemen,Asia,Low income,Malta
Yemen,Asia,Low income,Portugal
Zambia,Africa,Low income,Islamic Development Bank
Zimbabwe,Africa,Lower middle income,Central Emergency Response Fund
Algeria,Africa,Lower middle income,Green Climate Fund
Algeria,Africa,Lower middle income,Lithuania
Angola,Africa,Lower middle income,Egypt
Antigua and Barbuda,America,High income,International Atomic Energy Agency
Argentina,America,Upper middle income,Azerbaijan
Argentina,America,Upper middle income,Green Climate Fund
Armenia,Asia,Upper middle income,Adaptation Fund
Azerbaijan,Asia,Upper middle income,Green Climate Fund
Bangladesh,Asia,Lower middle income,Iceland
Belarus,Europe,Upper middle income,Food and Agriculture Organization
Belize,America,Upper middle income,Estonia
Bhutan,Asia,Lower middle income,Green Climate Fund
Bosnia and Herzegovina,Europe,Upper middle income,Green Climate Fund
Bosnia and Herzegovina,Europe,Upper middle income,Thailand
Botswana,Africa,Upper middle income,Food and Agriculture Organization
Botswana,Africa,Upper middle income,Malta
Brazil,America,Upper middle income,Central Emergency Response Fund
Burkina Faso,Africa,Low income,Central Emergency Response Fund
Burkina Faso,Africa,Low income,Global Green Growth Institute
Burkina Faso,Africa,Low income,Green Climate Fund
Burkina Faso,Africa,Low income,UN Peacebuilding Fund
Burundi,Africa,Low income,Green Climate Fund
Cabo Verde,Africa,Lower middle income,Hungary
Cameroon,Africa,Lower middle income,UN Peacebuilding Fund
Central African Republic,Africa,Low income,Poland
Colombia,America,Upper middle income,Central Emergency Response Fund
Colombia,America,Upper middle income,Iceland
Comoros,Africa,Lower middle income,Food and Agriculture Organization
Comoros,Africa,Lower middle income,Green Climate Fund
Congo Republic,Africa,Lower middle income,Malta
Congo Republic,Africa,Lower middle income,UN Peacebuilding Fund
Cook Islands,Oceania,,International Labour Organization
Costa Rica,America,Upper middle income,Green Climate Fund
Cote d'Ivoire,Africa,Lower middle income,African Export Import Bank
Cuba,America,Upper middle income,Green Climate Fund
Cuba,America,Upper middle income,New Zealand
Djibouti,Africa,Lower middle income,Central Emergency Response Fund
Djibouti,Africa,Lower middle income,Iceland
Dominican Republic,America,Upper middle income,New Zealand
Ecuador,America,Upper middle income,Central Emergency Response Fund
Egypt,Africa,Lower middle income,Organization of Arab Petroleum Exporting Countries
El Salvador,America,Lower middle income,Iceland
El Salvador,America,Lower middle income,UN Peacebuilding Fund
Equatorial Guinea,Africa,Upper middle income,Green Climate Fund
Eritrea,Africa,Low income,Central Emergency Response Fund
Eritrea,Africa,Low income,Hungary
Ethiopia,Africa,Low income,UN Peacebuilding Fund
Fiji,Oceania,Upper middle income,Green Climate Fund
Gabon,Africa,Upper middle income,African Export Import Bank
Gambia,Africa,Low income,Malta
Gambia,Africa,Low income,Slovenia
Gambia,Africa,Low income,UN Peacebuilding Fund
Georgia,Asia,Upper middle income,European Union
Grenada,America,Upper middle income,Green Climate Fund
Guatemala,America,Upper middle income,Central Emergency Response Fund
Guatemala,America,Upper middle income,Lithuania
Guyana,America,Upper middle income,Global Green Growth Institute
Haiti,America,Lower middle income,Central Emergency Response Fund
Honduras,America,Lower middle income,UN Peacebuilding Fund
India,Asia,Lower middle income,Central Emergency Response Fund
Indonesia,Asia,Lower middle income,Azerbaijan
Indonesia,Asia,Lower middle income,Central Emergency Response Fund
Indonesia,Asia,Lower middle income,Green Climate Fund
Indonesia,Asia,Lower middle income,Iceland
Indonesia,Asia,Lower middle income,Malta
Indonesia,Asia,Lower middle income,OPEC Fund for International Development
Indonesia,Asia,Lower middle income,Slovenia
Iran,Asia,Lower middle income,Food and Agriculture Organization
Iran,Asia,Lower middle income,OPEC Fund for International Development
Iraq,Asia,Upper middle income,Adaptation Fund
Iraq,Asia,Upper middle income,Green Climate Fund
Jamaica,America,Upper middle income,Romania
Jordan,Asia,Upper middle income,Croatia
Kazakhstan,Asia,Upper middle income,Green Climate Fund
Kazakhstan,Asia,Upper middle income,Iceland
Kiribati,Oceania,Lower middle income,Green Climate Fund
Kosovo,Europe,Upper middle income,European Bank for Reconstruction and Development
Kosovo,Europe,Upper middle income,Saudi Arabia
Kosovo,Europe,Upper middle income,Thailand
Kosovo,Europe,Upper middle income,UN Peacebuilding Fund
Kyrgyz Republic,Asia,Lower middle income,Green Climate Fund
Laos,Asia,Lower middle income,Asian Infrastructure Investment Bank [AIIB]
Laos,Asia,Lower middle income,Central Emergency Response Fund
Lebanon,Asia,Lower middle income,Central Emergency Response Fund
Lesotho,Africa,Lower middle income,UN Peacebuilding Fund
Liberia,Africa,Low income,International Atomic Energy Agency
Libya,Africa,Upper middle income,Green Climate Fund
Madagascar,Africa,Low income,Green Climate Fund
Malaysia,Asia,Upper middle income,Food and Agriculture Organization
Malaysia,Asia,Upper middle income,Green Climate Fund
Marshall Islands,Oceania,Upper middle income,Green Climate Fund
Mauritania,Africa,Lower middle income,Central Emergency Response Fund
Mauritania,Africa,Lower middle income,UN Peacebuilding Fund
Mauritius,Africa,Upper middle income,Switzerland
Mozambique,Africa,Low income,Green Climate Fund
Myanmar,Asia,Lower middle income,Asian Infrastructure Investment Bank
Myanmar,Asia,Lower middle income,Green Climate Fund
Myanmar,Asia,Lower middle income,Malta
Nauru,Oceania,High income,Green Climate Fund
Nicaragua,America,Lower middle income,Kuwait
Niger,Africa,Low income,Green Climate Fund
Nigeria,Africa,Lower middle income,Iceland
Nigeria,Africa,Lower middle income,UN Peacebuilding Fund
North Macedonia,Europe,Upper middle income,Green Climate Fund
Pakistan,Asia,Lower middle income,Central Emergency Response Fund
Panama,America,High income,Green Climate Fund
Panama,America,High income,Portugal
Papua New Guinea,Oceania,Lower middle income,Bondholders
Papua New Guinea,Oceania,Lower middle income,Central Emergency Response Fund
Papua New Guinea,Oceania,Lower middle income,Green Climate Fund
Paraguay,America,Upper middle income,Green Climate Fund
Philippines,Asia,Lower middle income,Asian Infrastructure Investment Bank
Rwanda,Africa,Low income,Central Emergency Response Fund
Rwanda,Africa,Low income,Climate Investment Funds
Rwanda,Africa,Low income,Iceland
Serbia,Europe,Upper middle income,Green Climate Fund
Serbia,Europe,Upper middle income,Thailand
Solomon Islands,Oceania,Lower middle income,Food and Agriculture Organization
Somalia,Africa,Low income,Croatia
South Africa,Africa,Upper middle income,Green Climate Fund
South Sudan,Africa,Low income,Croatia
South Sudan,Africa,Low income,Green Climate Fund
South Sudan,Africa,Low income,Portugal
Sri Lanka,Asia,Lower middle income,Asian Infrastructure Investment Bank [AIIB]
St. Lucia,America,Upper middle income,Green Climate Fund
St. Lucia,America,Upper middle income,Italy
St. Lucia,America,Upper middle income,UNAIDS
Sudan,Africa,Low income,Green Climate Fund
Suriname,America,Upper middle income,Russia
Tajikistan,Asia,Lower middle income,Green Climate Fund
Tanzania,Africa,Lower middle income,Central Emergency Response Fund
Tanzania,Africa,Lower middle income,Iceland
Tanzania,Africa,Lower middle income,UN Peacebuilding Fund
Tokelau,Oceania,,Food and Agriculture Organization
Tonga,Oceania,Upper middle income,International Labour Organization
Tunisia,Africa,Lower middle income,Arab Monetary Fund
Tuvalu,Oceania,Upper middle income,Israel
Türkiye,Asia,Upper middle income,Asian Infrastructure Investment Bank
Uganda,Africa,Low income,Portugal
Ukraine,Europe,Lower middle income,Central Emergency Response Fund
Vanuatu,Oceania,Lower middle income,Climate Investment Funds
Vanuatu,Oceania,Lower middle income,International Atomic Energy Agency
Venezuela,America,,Central Emergency Response Fund
Venezuela,America,,Croatia
Vietnam,Asia,Lower middle income,Iceland
Zambia,Africa,Low income,Central Emergency Response Fund
Zimbabwe,Africa,Lower middle income,Green Climate Fund
Zimbabwe,Africa,Lower middle income,Iceland
Zimbabwe,Africa,Lower middle income,Malta
Afghanistan,Asia,Low income,Green Climate Fund
Afghanistan,Asia,Low income,Qatar
Albania,Europe,Upper middle income,Azerbaijan
Albania,Europe,Upper middle income,Qatar
Albania,Europe,Upper middle income,Thailand
Algeria,Africa,Lower middle income,Qatar
Azerbaijan,Asia,Upper middle income,Qatar
Azerbaijan,Asia,Upper middle income,Slovenia
Bangladesh,Asia,Lower middle income,Lithuania
Bangladesh,Asia,Lower middle income,Qatar
Belarus,Europe,Upper middle income,Kazakhstan
Benin,Africa,Lower middle income,Bondholders
Benin,Africa,Lower middle income,Brazil
Bhutan,Asia,Lower middle income,Hungary
Bhutan,Asia,Lower middle income,South Asian Development Fund
Bosnia and Herzegovina,Europe,Upper middle income,Qatar
Botswana,Africa,Upper middle income,Czechia
Botswana,Africa,Upper middle income,Green Climate Fund
Brazil,America,Upper middle income,Qatar
Burkina Faso,Africa,Low income,Qatar
Burundi,Africa,Low income,Azerbaijan
Burundi,Africa,Low income,Cyprus
Chad,Africa,Low income,Qatar
China,Asia,Upper middle income,Qatar
Comoros,Africa,Lower middle income,Central Emergency Response Fund
Comoros,Africa,Lower middle income,Eastern and Southern African Trade and Development Bank
Comoros,Africa,Lower middle income,Russia
Congo Republic,Africa,Lower middle income,Adaptation Fund
Congo Republic,Africa,Lower middle income,Saudi Arabia
Cote d'Ivoire,Africa,Lower middle income,Lithuania
Cote d'Ivoire,Africa,Lower middle income,Qatar
Cuba,America,Upper middle income,Qatar
DR Congo,Africa,Low income,Burundi
DR Congo,Africa,Low income,Cote d'Ivoire
Dominican Republic,America,Upper middle income,Adaptation Fund
Dominican Republic,America,Upper middle income,Hungary
Ecuador,America,Upper middle income,Qatar
Ecuador,America,Upper middle income,UN Peacebuilding Fund
Egypt,Africa,Lower middle income,Asian Infrastructure Investment Bank
Egypt,Africa,Lower middle income,Kazakhstan
El Salvador,America,Lower middle income,Central Emergency Response Fund
El Salvador,America,Lower middle income,Green Climate Fund
Equatorial Guinea,Africa,Upper middle income,Qatar
Eswatini,Africa,Lower middle income,Qatar
Ethiopia,Africa,Low income,Eastern and Southern African Trade and Development Bank
Ethiopia,Africa,Low income,Qatar
Fiji,Oceania,Upper middle income,Hungary
Fiji,Oceania,Upper middle income,Iceland
Gambia,Africa,Low income,Qatar
Georgia,Asia,Upper middle income,Qatar
Guinea,Africa,Low income,Qatar
Guinea-Bissau,Africa,Low income,Green Climate Fund
Guinea-Bissau,Africa,Low income,Thailand
Guyana,America,Upper middle income,International Atomic Energy Agency
Guyana,America,Upper middle income,Switzerland
Honduras,America,Lower middle income,Central Emergency Response Fund
Indonesia,Asia,Lower middle income,Qatar
Iran,Asia,Lower middle income,Azerbaijan
Iran,Asia,Lower middle income,Central Emergency Response Fund
Iran,Asia,Lower middle income,Green Climate Fund
Iran,Asia,Lower middle income,Qatar
Iraq,Asia,Upper middle income,Morocco
Iraq,Asia,Upper middle income,Qatar
Kazakhstan,Asia,Upper middle income,Qatar
Kenya,Africa,Lower middle income,Qatar
Kosovo,Europe,Upper middle income,European Investment Bank
Kosovo,Europe,Upper middle income,OPEC Fund for International Development
Kosovo,Europe,Upper middle income,Qatar
Kosovo,Europe,Upper middle income,South Korea
Kyrgyz Republic,Asia,Lower middle income,European Investment Bank
Kyrgyz Republic,Asia,Lower middle income,Qatar
Laos,Asia,Lower middle income,Singapore
Lebanon,Asia,Lower middle income,Green Climate Fund
Lebanon,Asia,Lower middle income,Qatar
Lesotho,Africa,Lower middle income,Adaptation Fund
Lesotho,Africa,Lower middle income,Central Emergency Response Fund
Lesotho,Africa,Lower middle income,Green Climate Fund
Libya,Africa,Upper middle income,Qatar
Malawi,Africa,Low income,Adaptation Fund
Malawi,Africa,Low income,Central Emergency Response Fund
Malawi,Africa,Low income,Romania
Malaysia,Asia,Upper middle income,Qatar
Mali,Africa,Low income,Hungary
Mali,Africa,Low income,Iraq
Mali,Africa,Low income,Qatar
Mauritania,Africa,Lower middle income,Qatar
"Micronesia, Fed. Sts.",Oceania,Lower middle income,Italy
Moldova,Europe,Upper middle income,Qatar
Mongolia,Asia,Lower middle income,Croatia
Mongolia,Asia,Lower middle income,European Bank for Reconstruction and Development
Mongolia,Asia,Lower middle income,Latvia
Mongolia,Asia,Lower middle income,WB International Bank for Reconstruction and Development
Montenegro,Europe,Upper middle income,Bulgaria
Montenegro,Europe,Upper middle income,Food and Agriculture Organization
Montenegro,Europe,Upper middle income,UN Peacebuilding Fund
Morocco,Africa,Lower middle income,Qatar
Mozambique,Africa,Low income,Estonia
Mozambique,Africa,Low income,Malta
Mozambique,Africa,Low income,Qatar
Mozambique,Africa,Low income,Slovenia
Nauru,Oceania,High income,Food and Agriculture Organization
Nepal,Asia,Lower middle income,Asian Infrastructure Investment Bank [AIIB]
Nepal,Asia,Lower middle income,Qatar
Nicaragua,America,Lower middle income,Green Climate Fund
Nigeria,Africa,Lower middle income,Qatar
North Korea,Asia,Low income,Bulgaria
Pakistan,Asia,Lower middle income,Asian Infrastructure Investment Bank [AIIB]
Pakistan,Asia,Lower middle income,Qatar
Palestine,Asia,Lower middle income,Qatar
Panama,America,High income,New Zealand
Panama,America,High income,Poland
Papua New Guinea,Oceania,Lower middle income,Global Green Growth Institute
Paraguay,America,Upper middle income,Hungary
Peru,America,Upper middle income,Qatar
Philippines,Asia,Lower middle income,Green Climate Fund
Philippines,Asia,Lower middle income,Qatar
Rwanda,Africa,Low income,Hungary
Rwanda,Africa,Low income,Qatar
Rwanda,Africa,Low income,UN Peacebuilding Fund
Samoa,Oceania,Lower middle income,Central Emergency Response Fund
Sao Tome and Principe,Africa,Lower middle income,Green Climate Fund
Sao Tome and Principe,Africa,Lower middle income,Kuwait
Senegal,Africa,Lower middle income,Qatar
Serbia,Europe,Upper middle income,Qatar
Serbia,Europe,Upper middle income,UN Peacebuilding Fund
Sierra Leone,Africa,Low income,Adaptation Fund
Solomon Islands,Oceania,Lower middle income,Green Climate Fund
Solomon Islands,Oceania,Lower middle income,Switzerland
Somalia,Africa,Low income,Qatar
Somalia,Africa,Low income,WB International Development Association
South Africa,Africa,Upper middle income,African Export Import Bank
South Africa,Africa,Upper middle income,Lithuania
Sri Lanka,Asia,Lower middle income,Asian Infrastructure Investment Bank
Sri Lanka,Asia,Lower middle income,Global Green Growth Institute
Sri Lanka,Asia,Lower middle income,Qatar
Suriname,America,Upper middle income,Switzerland
Suriname,America,Upper middle income,WB International Bank for Reconstruction and Development
Syria,Asia,Low income,Croatia
Syria,Asia,Low income,Green Climate Fund
Syria,Asia,Low income,Qatar
Tajikistan,Asia,Lower middle income,Adaptation Fund
Tajikistan,Asia,Lower middle income,Qatar
Tanzania,Africa,Lower middle income,Qatar
Thailand,Asia,Upper middle income,Qatar
Togo,Africa,Low income,Portugal
Turkmenistan,Asia,Upper middle income,Croatia
Turkmenistan,Asia,Upper middle income,Qatar
Türkiye,Asia,Upper middle income,Kazakhstan
Uganda,Africa,Low income,Qatar
Uganda,Africa,Low income,Romania
Ukraine,Europe,Lower middle income,Malta
Ukraine,Europe,Lower middle income,Qatar
Uzbekistan,Asia,Lower middle income,Bondholders
Vanuatu,Oceania,Lower middle income,Finland
Venezuela,America,,Estonia
Venezuela,America,,Iceland
Venezuela,America,,Lithuania
Venezuela,America,,Malta
Venezuela,America,,Slovakia
Vietnam,Asia,Lower middle income,Kazakhstan
Vietnam,Asia,Lower middle income,Qatar
Yemen,Asia,Low income,Latvia
Yemen,Asia,Low income,Qatar
Zambia,Africa,Low income,Eastern and Southern African Trade and Development Bank
Zambia,Africa,Low income,Hong Kong
Zimbabwe,Africa,Lower middle income,UN Peacebuilding Fund
Afghanistan,Asia,Low income,International Monetary Fund
Afghanistan,Asia,Low income,International Trade Centre
Afghanistan,Asia,Low income,UN Industrial Development Organization
Albania,Europe,Upper middle income,Malta
Albania,Europe,Upper middle income,UN Industrial Development Organization
Albania,Europe,Upper middle income,UN Peacebuilding Fund
Algeria,Africa,Lower middle income,Malta
Algeria,Africa,Lower middle income,UN Industrial Development Organization
Angola,Africa,Lower middle income,Qatar
Antigua and Barbuda,America,High income,Azerbaijan
Antigua and Barbuda,America,High income,Global Green Growth Institute
Antigua and Barbuda,America,High income,Ireland
Argentina,America,Upper middle income,Hong Kong
Armenia,Asia,Upper middle income,UN Industrial Development Organization
Bangladesh,Asia,Lower middle income,Adaptation Fund
Bangladesh,Asia,Lower middle income,Asian Infrastructure Investment Bank [AIIB]
Bangladesh,Asia,Lower middle income,International Trade Centre
Bangladesh,Asia,Lower middle income,Malta
Bangladesh,Asia,Lower middle income,UN Capital Development Fund
Bangladesh,Asia,Lower middle income,UN Industrial Development Organization
Belarus,Europe,Upper middle income,Bulgaria
Belarus,Europe,Upper middle income,Qatar
Belarus,Europe,Upper middle income,UN Industrial Development Organization
Belize,America,Upper middle income,Azerbaijan
Benin,Africa,Lower middle income,International Trade Centre
Benin,Africa,Lower middle income,Qatar
Benin,Africa,Lower middle income,UN Capital Development Fund
Benin,Africa,Lower middle income,UN Peacebuilding Fund
Bhutan,Asia,Lower middle income,Azerbaijan
Bhutan,Asia,Lower middle income,Slovakia
Bolivia,America,Lower middle income,Azerbaijan
Bolivia,America,Lower middle income,UN Peacebuilding Fund
Botswana,Africa,Upper middle income,Azerbaijan
Brazil,America,Upper middle income,Azerbaijan
Brazil,America,Upper middle income,European Investment Bank
Burkina Faso,Africa,Low income,Estonia
Burkina Faso,Africa,Low income,Iceland
Burkina Faso,Africa,Low income,International Trade Centre
Cabo Verde,Africa,Lower middle income,Azerbaijan
Cabo Verde,Africa,Lower middle income,UN Industrial Development Organization
Cambodia,Asia,Lower middle income,European Investment Bank
Cameroon,Africa,Lower middle income,Iceland
Chad,Africa,Low income,Azerbaijan
China,Asia,Upper middle income,Azerbaijan
China,Asia,Upper middle income,Estonia
China,Asia,Upper middle income,UN Industrial Development Organization
Colombia,America,Upper middle income,Azerbaijan
Colombia,America,Upper middle income,UN Industrial Development Organization
Comoros,Africa,Lower middle income,Azerbaijan
Comoros,Africa,Lower middle income,International Trade Centre
Congo Republic,Africa,Lower middle income,Climate Investment Funds
Costa Rica,America,Upper middle income,Azerbaijan
Costa Rica,America,Upper middle income,Qatar
Cote d'Ivoire,Africa,Lower middle income,International Trade Centre
Cote d'Ivoire,Africa,Lower middle income,Morocco
Cuba,America,Upper middle income,Azerbaijan
DR Congo,Africa,Low income,Azerbaijan
DR Congo,Africa,Low income,International Trade Centre
DR Congo,Africa,Low income,Qatar
Djibouti,Africa,Lower middle income,International Monetary Fund
Dominica,America,Upper middle income,Azerbaijan
Dominica,America,Upper middle income,Hungary
Dominica,America,Upper middle income,International Atomic Energy Agency
Dominica,America,Upper middle income,Romania
Dominican Republic,America,Upper middle income,Azerbaijan
Ecuador,America,Upper middle income,Azerbaijan
Egypt,Africa,Lower middle income,UN General Assembly
El Salvador,America,Lower middle income,Adaptation Fund
El Salvador,America,Lower middle income,Azerbaijan
El Salvador,America,Lower middle income,Qatar
El Salvador,America,Lower middle income,UN Industrial Development Organization
Eritrea,Africa,Low income,Azerbaijan
Eswatini,Africa,Lower middle income,Azerbaijan
Eswatini,Africa,Lower middle income,International Trade Centre
Ethiopia,Africa,Low income,International Trade Centre
Ethiopia,Africa,Low income,UN Capital Development Fund
Ethiopia,Africa,Low income,UN Industrial Development Organization
Fiji,Oceania,Upper middle income,Asian Infrastructure Investment Bank
Fiji,Oceania,Upper middle income,Central Emergency Response Fund
Fiji,Oceania,Upper middle income,WB International Development Association
Gabon,Africa,Upper middle income,UN Peacebuilding Fund
Gambia,Africa,Low income,Azerbaijan
Gambia,Africa,Low income,International Trade Centre
Georgia,Asia,Upper middle income,UN Industrial Development Organization
Ghana,Africa,Lower middle income,Iceland
Ghana,Africa,Lower middle income,International Trade Centre
Ghana,Africa,Lower middle income,Qatar
Grenada,America,Upper middle income,Azerbaijan
Grenada,America,Upper middle income,Romania
Guatemala,America,Upper middle income,Azerbaijan
Guinea,Africa,Low income,UN Capital Development Fund
